punapõs,"[[{'syllable': 'pu', 'quantity': 1, 'accent': 1}, {'syllable': 'na', 'quantity': 2, 'accent': 0}, {'syllable': 'põs', 'quantity': 2, 'accent': 0}]]"
ki,"[[{'syllable': 'ki', 'quantity': 3, 'accent': 1}]]"
piigakesi,"[[{'syllable': 'pii', 'quantity': 2, 'accent': 1}, {'syllable': 'ga', 'quantity': 2, 'accent': 0}, {'syllable': 'ke', 'quantity': 1, 'accent': 0}, {'syllable': 'si', 'quantity': 1, 'accent': 0}]]"
Ööd,"[[{'syllable': 'ööd', 'quantity': 3, 'accent': 1}]]"
neil,"[[{'syllable': 'neil', 'quantity': 3, 'accent': 1}]]"
ööles,"[[{'syllable': 'öö', 'quantity': 2, 'accent': 1}, {'syllable': 'les', 'quantity': 2, 'accent': 0}]]"
virvekirja,"[[{'syllable': 'vir', 'quantity': 2, 'accent': 1}, {'syllable': 've', 'quantity': 1, 'accent': 0}, {'syllable': 'kir', 'quantity': 2, 'accent': 1}, {'syllable': 'ja', 'quantity': 1, 'accent': 0}]]"
sukad,"[[{'syllable': 'su', 'quantity': 2, 'accent': 1}, {'syllable': 'kad', 'quantity': 2, 'accent': 0}]]"
jalas,"[[{'syllable': 'ja', 'quantity': 1, 'accent': 1}, {'syllable': 'las', 'quantity': 2, 'accent': 0}]]"
saarekirja,"[[{'syllable': 'saa', 'quantity': 2, 'accent': 1}, {'syllable': 're', 'quantity': 1, 'accent': 0}, {'syllable': 'kir', 'quantity': 2, 'accent': 1}, {'syllable': 'ja', 'quantity': 1, 'accent': 0}]]"
Ei,"[[{'syllable': 'ei', 'quantity': 3, 'accent': 1}]]"
olnd,"[[{'syllable': 'olnd', 'quantity': 3, 'accent': 1}]]"
julgust,"[[{'syllable': 'jul', 'quantity': 2, 'accent': 1}, {'syllable': 'gust', 'quantity': 2, 'accent': 0}]]"
juure,"[[{'syllable': 'juu', 'quantity': 2, 'accent': 1}, {'syllable': 're', 'quantity': 1, 'accent': 0}]]"
minna,"[[{'syllable': 'min', 'quantity': 2, 'accent': 1}, {'syllable': 'na', 'quantity': 1, 'accent': 0}]]"
südant,"[[{'syllable': 'sü', 'quantity': 1, 'accent': 0}, {'syllable': 'dant', 'quantity': 3, 'accent': 1}]]"
sülle,"[[{'syllable': 'sül', 'quantity': 2, 'accent': 1}, {'syllable': 'le', 'quantity': 1, 'accent': 0}]]"
rabadaie,"[[{'syllable': 'ra', 'quantity': 1, 'accent': 0}, {'syllable': 'ba', 'quantity': 1, 'accent': 0}, {'syllable': 'dai', 'quantity': 2, 'accent': 1}, {'syllable': 'e', 'quantity': 1, 'accent': 0}]]"
